feature_0,feature_1,feature_2,feature_3,target
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.625
0.21428571428571427,0.14285714285714285,0.0,1.0,0.25
0.5,0.8571428571428571,0.46153846153846156,0.2857142857142857,0.625
0.07142857142857142,0.6428571428571429,0.3076923076923077,0.07142857142857142,0.625
0.07142857142857142,0.6428571428571429,0.3076923076923077,0.07142857142857142,0.25
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.125
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.375
0.5,0.7142857142857143,0.6153846153846154,0.9285714285714286,0.875
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.375
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.375
0.7142857142857143,0.9285714285714286,0.38461538461538464,0.0,0.75
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.25
0.7142857142857143,0.14285714285714285,1.0,0.2857142857142857,0.0
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.25
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.375
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.375
0.14285714285714285,0.5,0.6923076923076923,0.14285714285714285,0.5
0.5,0.8571428571428571,0.46153846153846156,0.2857142857142857,0.625
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.25
0.14285714285714285,0.6428571428571429,0.5384615384615384,0.35714285714285715,0.25
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.375
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.42857142857142855,0.25
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.25
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.25
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.25
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.625
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.5
0.5714285714285714,0.35714285714285715,0.7692307692307693,0.14285714285714285,0.5
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.625
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.375
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.5
0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0.25
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.375
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.25
1.0,0.2857142857142857,0.6153846153846154,1.0,0.25
0.7142857142857143,0.14285714285714285,1.0,0.2857142857142857,0.625
0.8571428571428571,0.42857142857142855,0.3076923076923077,0.7142857142857143,0.5
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.75
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.0
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.5
0.35714285714285715,0.9285714285714286,0.0,0.7857142857142857,0.375
0.14285714285714285,0.6428571428571429,0.5384615384615384,0.35714285714285715,0.25
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.375
0.5,0.7142857142857143,0.6153846153846154,0.9285714285714286,0.5
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.25
1.0,0.0,0.46153846153846156,0.0,0.25
1.0,0.7857142857142857,1.0,1.0,1.0
0.14285714285714285,0.5,0.6923076923076923,0.14285714285714285,0.125
0.9285714285714286,0.42857142857142855,0.9230769230769231,0.14285714285714285,0.125
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.125
0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0.0
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.5
0.5,0.21428571428571427,0.5384615384615384,0.0,0.125
0.14285714285714285,0.5,0.6923076923076923,0.14285714285714285,0.125
1.0,0.14285714285714285,0.3076923076923077,0.07142857142857142,0.25
0.21428571428571427,0.14285714285714285,0.0,1.0,0.0
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.125
0.0,0.7142857142857143,0.9230769230769231,0.5,0.625
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.42857142857142855,0.125
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.375
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.125
1.0,0.0,0.46153846153846156,0.0,0.0
0.35714285714285715,0.5,0.23076923076923078,0.8571428571428571,0.25
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.75
0.07142857142857142,0.6428571428571429,0.3076923076923077,0.07142857142857142,0.5
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.5
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.125
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.375
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.5
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.75
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.375
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.75
0.5,0.21428571428571427,0.5384615384615384,0.0,0.0
0.5714285714285714,0.35714285714285715,0.7692307692307693,0.14285714285714285,0.375
1.0,0.7857142857142857,1.0,1.0,0.25
1.0,0.14285714285714285,0.3076923076923077,0.07142857142857142,0.625
0.5,0.7142857142857143,0.6153846153846154,0.9285714285714286,0.5
0.9285714285714286,0.42857142857142855,0.9230769230769231,0.14285714285714285,0.5
0.8571428571428571,0.42857142857142855,0.3076923076923077,0.7142857142857143,0.5
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.625
1.0,0.0,0.46153846153846156,0.0,0.0
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.625
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.125
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.25
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.375
0.7142857142857143,0.9285714285714286,0.38461538461538464,0.0,0.75
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.375
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.875
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.625
0.5714285714285714,0.35714285714285715,0.7692307692307693,0.14285714285714285,0.5
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.25
0.7142857142857143,0.9285714285714286,0.38461538461538464,0.0,0.75
0.5714285714285714,0.35714285714285715,0.7692307692307693,0.14285714285714285,0.25
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.375
0.8571428571428571,0.42857142857142855,0.3076923076923077,0.7142857142857143,0.625
0.35714285714285715,0.5,0.23076923076923078,0.8571428571428571,0.625
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.625
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.25
0.5,0.7142857142857143,0.6153846153846154,0.9285714285714286,0.375
0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0.375
0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0.0
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.75
0.8571428571428571,0.42857142857142855,0.3076923076923077,0.7142857142857143,0.625
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.625
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.75
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.25
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.25
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.0
0.8571428571428571,0.6428571428571429,0.7692307692307693,0.42857142857142855,0.75
0.14285714285714285,0.6428571428571429,0.5384615384615384,0.35714285714285715,0.375
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.25
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.125
0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0.125
0.14285714285714285,1.0,0.15384615384615385,0.6428571428571429,0.25
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.25
0.14285714285714285,0.6428571428571429,0.5384615384615384,0.35714285714285715,0.5
0.07142857142857142,0.6428571428571429,0.3076923076923077,0.07142857142857142,0.0
0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0.25
0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0.125
0.8571428571428571,0.6428571428571429,0.7692307692307693,0.42857142857142855,0.75
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.25
0.21428571428571427,0.14285714285714285,0.0,1.0,0.625
0.7142857142857143,0.14285714285714285,1.0,0.2857142857142857,0.75
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.25
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.375
0.7857142857142857,0.9285714285714286,0.7692307692307693,0.07142857142857142,0.75
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.5
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.375
0.21428571428571427,0.14285714285714285,0.0,1.0,0.0
0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0.0
0.0,0.7142857142857143,0.9230769230769231,0.5,0.625
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.75
0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0.25
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.125
0.35714285714285715,0.5,0.23076923076923078,0.8571428571428571,0.0
0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0.125
0.35714285714285715,0.9285714285714286,0.0,0.7857142857142857,0.625
0.5,0.8571428571428571,0.46153846153846156,0.2857142857142857,0.5
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.42857142857142855,0.25
0.0,0.7142857142857143,0.9230769230769231,0.5,0.125
0.7142857142857143,0.9285714285714286,0.38461538461538464,0.0,0.375
0.0,0.7142857142857143,0.9230769230769231,0.5,0.375
0.07142857142857142,0.6428571428571429,0.3076923076923077,0.07142857142857142,0.25
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.25
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.625
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.25
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.25
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.375
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.5
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.375
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.42857142857142855,0.125
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.625
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.125
0.9285714285714286,0.42857142857142855,0.9230769230769231,0.14285714285714285,0.5
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.125
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.75
0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0.25
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.75
1.0,0.2857142857142857,0.6153846153846154,1.0,0.5
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.25
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.5
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.5
0.35714285714285715,0.5,0.23076923076923078,0.8571428571428571,0.0
0.6428571428571429,0.14285714285714285,0.5384615384615384,0.7142857142857143,0.5
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.375
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.25
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.5
0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0.0
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.0
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.0
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.25
0.0,0.7142857142857143,0.9230769230769231,0.5,0.625
0.21428571428571427,0.14285714285714285,0.0,1.0,0.0
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.5
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.375
0.35714285714285715,0.9285714285714286,0.0,0.7857142857142857,0.25
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.375
0.14285714285714285,0.5,0.6923076923076923,0.14285714285714285,0.375
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.42857142857142855,0.25
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.625
0.5714285714285714,0.35714285714285715,0.7692307692307693,0.14285714285714285,0.375
0.5714285714285714,0.8571428571428571,0.46153846153846156,0.07142857142857142,0.75
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.25
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.625
0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0.0
0.14285714285714285,0.6428571428571429,0.5384615384615384,0.35714285714285715,0.25
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.42857142857142855,0.125
0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0.125
0.35714285714285715,0.9285714285714286,0.0,0.7857142857142857,0.25
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.75
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.125
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.375
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.5
0.21428571428571427,0.14285714285714285,0.0,1.0,0.0
0.5,0.21428571428571427,0.5384615384615384,0.0,0.25
0.8571428571428571,0.42857142857142855,0.3076923076923077,0.7142857142857143,0.125
0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0.5
0.14285714285714285,1.0,0.15384615384615385,0.6428571428571429,0.25
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.5
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.75
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.125
1.0,0.2857142857142857,0.6153846153846154,1.0,0.625
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.625
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.375
0.6428571428571429,0.14285714285714285,0.5384615384615384,0.7142857142857143,0.625
0.14285714285714285,0.6428571428571429,0.5384615384615384,0.35714285714285715,0.125
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.125
0.21428571428571427,0.14285714285714285,0.0,1.0,0.125
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.0
0.0,0.7142857142857143,0.9230769230769231,0.5,0.5
0.5,0.21428571428571427,0.5384615384615384,0.0,0.25
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.125
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.125
0.5,0.7142857142857143,0.6153846153846154,0.9285714285714286,1.0
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.625
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.5
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.25
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.125
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.5
0.14285714285714285,0.5,0.6923076923076923,0.14285714285714285,0.25
0.5,0.21428571428571427,0.5384615384615384,0.0,0.0
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.375
1.0,0.14285714285714285,0.3076923076923077,0.07142857142857142,0.25
0.5,0.21428571428571427,0.5384615384615384,0.0,0.375
0.7142857142857143,0.14285714285714285,1.0,0.2857142857142857,0.25
0.14285714285714285,1.0,0.15384615384615385,0.6428571428571429,0.0
0.14285714285714285,1.0,0.15384615384615385,0.6428571428571429,0.25
0.5714285714285714,0.8571428571428571,0.46153846153846156,0.07142857142857142,0.375
0.0,0.7142857142857143,0.9230769230769231,0.5,0.125
1.0,0.14285714285714285,0.3076923076923077,0.07142857142857142,0.25
0.8571428571428571,0.6428571428571429,0.7692307692307693,0.42857142857142855,0.625
0.7857142857142857,0.9285714285714286,0.7692307692307693,0.07142857142857142,0.75
0.7142857142857143,0.9285714285714286,0.38461538461538464,0.0,0.875
0.21428571428571427,0.14285714285714285,0.0,1.0,0.75
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.375
0.8571428571428571,0.6428571428571429,0.7692307692307693,0.42857142857142855,0.75
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.25
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.5
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.25
0.14285714285714285,1.0,0.15384615384615385,0.6428571428571429,0.625
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.125
0.14285714285714285,1.0,0.15384615384615385,0.6428571428571429,0.625
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.0
0.14285714285714285,1.0,0.15384615384615385,0.6428571428571429,0.125
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.375
1.0,0.0,0.46153846153846156,0.0,0.375
0.7857142857142857,0.9285714285714286,0.7692307692307693,0.07142857142857142,0.75
0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0.0
0.5714285714285714,0.8571428571428571,0.46153846153846156,0.07142857142857142,0.75
0.9285714285714286,0.42857142857142855,0.9230769230769231,0.14285714285714285,0.25
0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0.5
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.875
0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0.375
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.25
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.375
0.8571428571428571,0.5714285714285714,0.5384615384615384,0.42857142857142855,0.25
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.125
0.35714285714285715,0.9285714285714286,0.0,0.7857142857142857,0.375
0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0.0
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.75
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.75
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.0
1.0,0.14285714285714285,0.3076923076923077,0.07142857142857142,0.25
0.8571428571428571,0.42857142857142855,0.3076923076923077,0.7142857142857143,0.625
0.14285714285714285,0.5,0.6923076923076923,0.14285714285714285,0.375
0.5,0.8571428571428571,0.46153846153846156,0.2857142857142857,0.5
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.5
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.75
0.35714285714285715,0.5,0.23076923076923078,0.8571428571428571,0.25
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.25
0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0.125
0.5,0.7142857142857143,0.6153846153846154,0.9285714285714286,0.375
0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0.375
0.5714285714285714,0.8571428571428571,0.46153846153846156,0.07142857142857142,0.375
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.125
0.5714285714285714,0.8571428571428571,0.46153846153846156,0.07142857142857142,0.375
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.25
0.8571428571428571,0.7142857142857143,0.9230769230769231,0.5,0.375
0.5,0.21428571428571427,0.5384615384615384,0.0,0.0
0.8571428571428571,0.2857142857142857,0.6923076923076923,1.0,0.125
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.25
0.6428571428571429,0.14285714285714285,0.5384615384615384,0.7142857142857143,0.125
0.21428571428571427,0.14285714285714285,0.0,1.0,0.25
0.5,0.8571428571428571,0.46153846153846156,0.2857142857142857,0.875
0.7142857142857143,0.21428571428571427,0.46153846153846156,1.0,0.5
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.5
0.6428571428571429,0.14285714285714285,0.5384615384615384,0.7142857142857143,0.25
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.75
0.35714285714285715,0.5,0.23076923076923078,0.8571428571428571,0.375
0.9285714285714286,0.42857142857142855,0.9230769230769231,0.14285714285714285,0.375
0.6428571428571429,0.21428571428571427,0.7692307692307693,0.35714285714285715,0.375
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.0
0.5,0.8571428571428571,0.46153846153846156,0.2857142857142857,0.125
0.6428571428571429,0.14285714285714285,0.5384615384615384,0.7142857142857143,0.375
0.5714285714285714,0.35714285714285715,0.7692307692307693,0.14285714285714285,0.125
0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0.125
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.375
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.25
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.25
1.0,0.14285714285714285,0.3076923076923077,0.07142857142857142,0.25
0.5,0.21428571428571427,0.5384615384615384,0.0,0.25
0.7142857142857143,0.7142857142857143,0.46153846153846156,0.6428571428571429,0.625
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.375
0.35714285714285715,0.9285714285714286,0.0,0.7857142857142857,0.625
1.0,0.7857142857142857,1.0,1.0,1.0
0.5,0.21428571428571427,0.5384615384615384,0.0,0.125
0.8571428571428571,0.6428571428571429,0.7692307692307693,0.42857142857142855,0.5
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.42857142857142855,0.375
0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0.375
0.5714285714285714,0.8571428571428571,0.46153846153846156,0.07142857142857142,0.25
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.25
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.5
0.07142857142857142,0.6428571428571429,0.3076923076923077,0.07142857142857142,0.125
0.9285714285714286,0.6428571428571429,0.15384615384615385,0.5714285714285714,0.75
1.0,0.2857142857142857,0.6153846153846154,1.0,0.75
0.8571428571428571,0.6428571428571429,0.7692307692307693,0.42857142857142855,0.625
0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.0
0.35714285714285715,0.9285714285714286,0.0,0.7857142857142857,0.75
0.9285714285714286,0.21428571428571427,0.46153846153846156,0.42857142857142855,0.125
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.625
0.8571428571428571,0.2857142857142857,0.38461538461538464,0.9285714285714286,0.5
0.35714285714285715,0.9285714285714286,0.0,0.7857142857142857,0.375
0.6428571428571429,0.5714285714285714,0.38461538461538464,0.14285714285714285,0.375
0.7142857142857143,0.5,0.07692307692307693,0.42857142857142855,0.125
0.5,0.21428571428571427,0.5384615384615384,0.0,0.125
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.125
0.8571428571428571,0.6428571428571429,0.7692307692307693,0.42857142857142855,0.5
0.0,0.7142857142857143,0.9230769230769231,0.5,0.5
0.8571428571428571,0.6428571428571429,0.7692307692307693,0.42857142857142855,0.75
0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0.125
0.9285714285714286,0.42857142857142855,0.38461538461538464,0.0,0.5
